Tipo de caso,Número de caso,Algoritmo,Resultado,Tiempo (microsegundos),Tamaño de entrada
caso_vacio,87,Fuerza Bruta,65,0,10
caso_vacio,87,Programación Dinámica,65,0,10
caso_vacio,88,Fuerza Bruta,62,0,10
caso_vacio,88,Programación Dinámica,62,0,10
caso_vacio,89,Fuerza Bruta,58,0,10
caso_vacio,89,Programación Dinámica,58,0,10
caso_vacio,90,Fuerza Bruta,57,0,10
caso_vacio,90,Programación Dinámica,57,0,10
caso_vacio,91,Fuerza Bruta,57,0,10
caso_vacio,91,Programación Dinámica,57,0,10
caso_vacio,92,Fuerza Bruta,46,1,10
caso_vacio,92,Programación Dinámica,46,0,10
caso_vacio,93,Fuerza Bruta,68,0,10
caso_vacio,93,Programación Dinámica,68,0,10
caso_vacio,94,Fuerza Bruta,54,0,10
caso_vacio,94,Programación Dinámica,54,0,10
caso_vacio,95,Fuerza Bruta,52,0,10
caso_vacio,95,Programación Dinámica,52,0,10
caso_vacio,96,Fuerza Bruta,52,1,10
caso_vacio,96,Programación Dinámica,52,0,10
caso_vacio,97,Fuerza Bruta,63,0,10
caso_vacio,97,Programación Dinámica,63,0,10
caso_vacio,98,Fuerza Bruta,49,0,10
caso_vacio,98,Programación Dinámica,49,0,10
caso_vacio,99,Fuerza Bruta,66,0,10
caso_vacio,99,Programación Dinámica,66,0,10
caso_vacio,100,Fuerza Bruta,55,0,10
caso_vacio,100,Programación Dinámica,55,0,10
